Series ID,Month,Value
CUUR0100SAH1,1-Jan-17,338.518
CUUR0200SAH1,"Annual 1, 2021",294.914
CUUR0200SAH1,1-Dec-21,301.055
CUUR0200SAH1,1-Nov-21,300.638
CUUR0200SAH1,1-Oct-21,299.37
CUUR0200SAH1,1-Sep-21,297.995
CUUR0200SAH1,1-Aug-21,297.007
CUUR0200SAH1,1-Jul-21,296.222
CUUR0200SAH1,1-Jun-21,294.263
CUUR0200SAH1,1-May-21,292.571
CUUR0200SAH1,1-Apr-21,291.656
CUUR0200SAH1,1-Mar-21,290.464
CUUR0200SAH1,1-Feb-21,289.397
CUUR0200SAH1,1-Jan-21,288.325
CUUR0200SAH1,"Annual 1, 2020",286.151
CUUR0200SAH1,1-Dec-20,288.195
CUUR0200SAH1,1-Nov-20,287.663
CUUR0200SAH1,1-Oct-20,287.428
CUUR0200SAH1,1-Sep-20,286.953
CUUR0200SAH1,1-Aug-20,287.179
CUUR0200SAH1,1-Jul-20,286.463
CUUR0200SAH1,1-Jun-20,286.137
CUUR0200SAH1,1-May-20,285.288
CUUR0200SAH1,1-Apr-20,284.083
CUUR0200SAH1,1-Mar-20,285.236
CUUR0200SAH1,1-Feb-20,285.087
CUUR0200SAH1,1-Jan-20,284.095
CUUR0200SAH1,"Annual 1, 2019",279.881
CUUR0200SAH1,1-Dec-19,283.184
CUUR0200SAH1,1-Nov-19,281.961
CUUR0200SAH1,1-Oct-19,281.992
CUUR0200SAH1,1-Sep-19,281.723
CUUR0200SAH1,1-Aug-19,280.599
CUUR0200SAH1,1-Jul-19,280.794
CUUR0200SAH1,1-Jun-19,280.235
CUUR0200SAH1,1-May-19,279.672
CUUR0200SAH1,1-Apr-19,278.535
CUUR0200SAH1,1-Mar-19,278.067
CUUR0200SAH1,1-Feb-19,276.593
CUUR0200SAH1,1-Jan-19,275.22
CUUR0200SAH1,"Annual 1, 2018",270.774
CUUR0200SAH1,1-Dec-18,274.41
CUUR0200SAH1,1-Nov-18,274.129
CUUR0200SAH1,1-Oct-18,273.686
CUUR0200SAH1,1-Sep-18,272.185
CUUR0200SAH1,1-Aug-18,271.663
CUUR0200SAH1,1-Jul-18,271.218
CUUR0200SAH1,1-Jun-18,270.494
CUUR0200SAH1,1-May-18,270.278
CUUR0200SAH1,1-Apr-18,269.145
CUUR0200SAH1,1-Mar-18,268.376
CUUR0200SAH1,1-Feb-18,267.342
CUUR0200SAH1,1-Jan-18,266.364
CUUR0200SAH1,"Annual 1, 2017",262.588
CUUR0200SAH1,1-Dec-17,265.446
CUUR0200SAH1,1-Nov-17,264.847
CUUR0200SAH1,1-Oct-17,264.438
CUUR0200SAH1,1-Sep-17,264.066
CUUR0200SAH1,1-Aug-17,263.051
CUUR0200SAH1,1-Jul-17,262.779
CUUR0200SAH1,1-Jun-17,263.258
CUUR0200SAH1,1-May-17,262.233
CUUR0200SAH1,1-Apr-17,261.077
CUUR0200SAH1,1-Mar-17,260.312
CUUR0200SAH1,1-Feb-17,260.016
CUUR0200SAH1,1-Jan-17,259.528
